active_pokemon_types,active_pokemon_levitate,active_pokemon_weight,active_pokemon_hp,active_pokemon_attack,active_pokemon_defense,active_pokemon_special_attack,active_pokemon_special_defense,active_pokemon_speed,opponent_pokemon_types,opponent_pokemon_levitate,opponent_pokemon_weight,opponent_pokemon_hp,opponent_pokemon_attack,opponent_pokemon_defense,opponent_pokemon_special_attack,opponent_pokemon_special_defense,opponent_pokemon_speed,entering_pokemon_types,entering_pokemon_levitate,entering_pokemon_weight,entering_pokemon_hp,entering_pokemon_attack,entering_pokemon_defense,entering_pokemon_special_attack,entering_pokemon_special_defense,entering_pokemon_speed,active_attack,active_defense,active_special_attack,active_special_defense,active_speed,opponent_attack,opponent_defense,opponent_special_attack,opponent_special_defense,opponent_speed,move
dragon;psychic,0,60.0,80,90,80,130,110,110,ground;flying,0,42.5,75,95,125,45,75,95,water,0,10.0,20,10,55,15,20,80,0,0,2,2,2,0,0,0,-1,0,Luster Purge
ground;flying,0,42.5,75,95,125,45,75,95,dragon;psychic,0,60.0,80,90,80,130,110,110,bug;fire,0,46.0,85,60,65,135,105,100,0,0,0,-1,0,0,0,2,2,2,Switch
dragon;psychic,0,60.0,80,90,80,130,110,110,bug;fire,0,46.0,85,60,65,135,105,100,water,0,10.0,20,10,55,15,20,80,0,0,2,2,2,0,0,0,-1,0,Luster Purge
bug;fire,0,46.0,85,60,65,135,105,100,bug;fire,0,46.0,85,60,65,135,105,100,water,0,10.0,20,10,55,15,20,80,0,0,1,0,1,0,0,2,2,2,Quiver Dance
dragon;psychic,0,60.0,80,90,80,130,110,110,bug;fire,0,46.0,85,60,65,135,105,100,water,0,10.0,20,10,55,15,20,80,0,0,2,2,2,0,0,1,0,1,Luster Purge
bug;fire,0,46.0,85,60,65,135,105,100,bug;fire,0,46.0,85,60,65,135,105,100,water,0,10.0,20,10,55,15,20,80,0,0,2,1,2,0,0,2,2,2,Quiver Dance
bug;fire,0,46.0,85,60,65,135,105,100,bug;fire,0,46.0,85,60,65,135,105,100,dark;steel,0,120.0,100,135,120,60,85,50,0,0,2,2,2,0,0,2,0,2,Switch
bug;fire,0,46.0,85,60,65,135,105,100,dark;steel,0,120.0,100,135,120,60,85,50,water,0,10.0,20,10,55,15,20,80,0,0,2,0,2,0,0,2,2,2,Flamethrower
dark;steel,0,120.0,100,135,120,60,85,50,bug;fire,0,46.0,85,60,65,135,105,100,fairy;fighting,0,35.0,74,130,90,120,60,116,0,0,2,2,2,0,0,2,0,2,Switch
poison;ground,0,223.0,130,75,60,45,100,20,steel;psychic,0,187.0,67,89,116,79,116,33,rock;dark,0,202.0,100,134,110,95,100,61,0,0,0,0,0,0,0,0,0,0,Switch
rock;dark,0,202.0,100,134,110,95,100,61,steel;psychic,0,187.0,67,89,116,79,116,33,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Knock Off
steel;psychic,0,187.0,67,89,116,79,116,33,steel;psychic,0,187.0,67,89,116,79,116,33,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Trick Room
steel;psychic,0,187.0,67,89,116,79,116,33,steel;psychic,0,187.0,67,89,116,79,116,33,fire;ground,0,220.0,70,100,70,105,75,40,0,0,0,0,0,0,0,0,0,0,Switch
poison;ground,0,223.0,130,75,60,45,100,20,fire;ground,0,220.0,70,100,70,105,75,40,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Toxic
fire;ground,0,220.0,70,100,70,105,75,40,poison;ground,0,223.0,130,75,60,45,100,20,ground;normal,0,290.0,130,140,105,45,80,50,0,0,0,0,0,0,0,0,0,0,Switch
poison;ground,0,223.0,130,75,60,45,100,20,fire;ground,0,220.0,70,100,70,105,75,40,electric;flying,0,52.6,90,90,85,125,90,100,0,0,0,0,0,0,0,0,0,0,Switch
fire;ground,0,220.0,70,100,70,105,75,40,poison;ground,0,223.0,130,75,60,45,100,20,steel;psychic,0,187.0,67,89,116,79,116,33,0,0,0,0,0,0,0,0,0,0,Switch
fire;ground,0,220.0,70,100,70,105,75,40,poison;ground,0,223.0,130,75,60,45,100,20,dragon;ghost,0,50.0,88,120,75,100,75,142,0,0,0,0,0,0,-1,0,-1,0,Switch
poison;ground,0,223.0,130,75,60,45,100,20,fire;ground,0,220.0,70,100,70,105,75,40,rock;dark,0,202.0,100,134,110,95,100,61,0,-1,0,-1,0,0,0,0,0,0,Switch
rock;dark,0,202.0,100,134,110,95,100,61,dragon;ghost,0,50.0,88,120,75,100,75,142,water,0,10.0,20,10,55,15,20,80,0,-1,0,-1,0,1,0,0,0,1,Knock Off
dragon;ghost,0,50.0,88,120,75,100,75,142,rock;dark,0,202.0,100,134,110,95,100,61,water,0,30.0,61,123,60,60,50,136,1,0,0,0,1,0,-1,0,-1,0,Switch
grass;fighting,0,39.2,60,130,80,60,60,70,ground,0,300.0,108,112,118,68,72,47,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Bullet Seed
ground,0,300.0,108,112,118,68,72,47,grass;fighting,0,39.2,60,130,80,60,60,70,dark;flying,0,39.5,110,65,105,55,95,80,0,0,0,0,0,0,0,0,0,0,Switch
grass;fighting,0,39.2,60,130,80,60,60,70,ground,0,300.0,108,112,118,68,72,47,dark;dragon,0,160.0,92,105,90,125,90,98,0,0,0,0,0,0,0,0,0,0,Switch
ground,0,300.0,108,112,118,68,72,47,grass;fighting,0,39.2,60,130,80,60,60,70,rock,0,240.0,100,100,130,45,90,35,0,0,0,0,0,0,0,0,0,0,Switch
grass;fighting,0,39.2,60,130,80,60,60,70,ground,0,300.0,108,112,118,68,72,47,grass;fighting,0,39.2,60,130,80,60,60,70,0,0,-2,0,0,0,0,0,0,0,Switch
grass;fighting,0,39.2,60,130,80,60,60,70,rock,0,240.0,100,100,130,45,90,35,water,0,10.0,20,10,55,15,20,80,0,0,-2,0,0,1,1,0,0,-1,Force Palm
grass;fighting,0,39.2,60,130,80,60,60,70,rock,0,240.0,100,100,130,45,90,35,water,0,10.0,20,10,55,15,20,80,0,0,-2,0,0,2,2,0,0,-2,Force Palm
rock,0,240.0,100,100,130,45,90,35,grass;fighting,0,39.2,60,130,80,60,60,70,dark;ghost,0,11.0,50,75,75,65,65,50,2,2,0,0,-2,0,0,-2,0,0,Switch
grass;fighting,0,39.2,60,130,80,60,60,70,rock,0,240.0,100,100,130,45,90,35,dark;dragon,0,160.0,92,105,90,125,90,98,0,0,-2,0,0,2,2,0,0,-2,Switch
dark;ghost,0,11.0,50,75,75,65,65,50,dark;dragon,0,160.0,92,105,90,125,90,98,water,0,10.0,20,10,55,15,20,80,2,2,0,0,-2,0,0,-2,0,0,Will-O-Wisp
dark;ghost,0,11.0,50,75,75,65,65,50,dark;dragon,0,160.0,92,105,90,125,90,98,rock;dark,0,202.0,100,134,110,95,100,61,2,2,0,0,-2,0,0,-2,0,0,Switch
dark;dragon,0,160.0,92,105,90,125,90,98,rock;dark,0,202.0,100,134,110,95,100,61,water,0,10.0,20,10,55,15,20,80,0,0,-2,0,0,2,2,0,0,-2,Earth Power
rock;dark,0,202.0,100,134,110,95,100,61,rock;dark,0,202.0,100,134,110,95,100,61,water,0,10.0,20,10,55,15,20,80,3,2,0,0,-1,0,0,-2,0,0,Dragon Dance
rock;dark,0,202.0,100,134,110,95,100,61,rock;dark,0,202.0,100,134,110,95,100,61,grass;fighting,0,39.2,60,130,80,60,60,70,0,0,-2,0,0,3,2,0,0,-1,Switch
poison;ground,0,223.0,130,75,60,45,100,20,bug;steel,0,125.8,75,90,140,60,60,40,ground;fighting,0,320.0,115,131,131,53,53,87,0,0,0,0,0,0,0,0,0,0,Switch
bug;steel,0,125.8,75,90,140,60,60,40,poison;ground,0,223.0,130,75,60,45,100,20,bug;steel,0,125.8,75,90,140,60,60,40,0,0,0,0,0,0,0,0,0,1,Switch
ground;fighting,0,320.0,115,131,131,53,53,87,bug;steel,0,125.8,75,90,140,60,60,40,water,0,10.0,20,10,55,15,20,80,0,0,0,0,1,0,0,0,0,0,Knock Off
ground;fighting,0,320.0,115,131,131,53,53,87,ground;fighting,0,320.0,115,131,131,53,53,87,water,0,10.0,20,10,55,15,20,80,1,1,0,0,1,0,0,0,0,0,Bulk Up
ground;fighting,0,320.0,115,131,131,53,53,87,bug;steel,0,125.8,75,90,140,60,60,40,water,0,10.0,20,10,55,15,20,80,1,1,0,0,1,0,0,0,0,0,Earthquake
ground;fighting,0,320.0,115,131,131,53,53,87,bug;steel,0,125.8,75,90,140,60,60,40,water;fighting,0,61.9,85,120,80,85,75,85,1,1,0,0,1,0,0,0,0,0,Switch
bug;steel,0,125.8,75,90,140,60,60,40,ground;fighting,0,320.0,115,131,131,53,53,87,steel;psychic,0,550.0,80,135,130,95,90,70,0,0,0,0,0,2,1,0,0,2,Switch
water;fighting,0,61.9,85,120,80,85,75,85,steel;psychic,0,550.0,80,135,130,95,90,70,water,0,10.0,20,10,55,15,20,80,2,1,0,0,3,0,0,0,0,0,Aqua Step
steel;psychic,0,550.0,80,135,130,95,90,70,steel;psychic,0,550.0,80,135,130,95,90,70,water,0,10.0,20,10,55,15,20,80,0,0,0,0,2,2,1,0,0,3,Agility
steel;psychic,0,550.0,80,135,130,95,90,70,steel;psychic,0,550.0,80,135,130,95,90,70,water,0,220.0,150,100,115,65,65,35,0,0,0,0,2,3,1,0,0,4,Switch
water;fighting,0,61.9,85,120,80,85,75,85,water,0,220.0,150,100,115,65,65,35,water,0,10.0,20,10,55,15,20,80,3,0,0,-1,4,0,0,0,0,2,Close Combat
water;fighting,0,61.9,85,120,80,85,75,85,water,0,220.0,150,100,115,65,65,35,water,0,10.0,20,10,55,15,20,80,3,-1,0,-2,4,0,0,0,0,2,Close Combat
water,0,220.0,150,100,115,65,65,35,water;fighting,0,61.9,85,120,80,85,75,85,water;bug,0,82.0,68,70,92,50,132,42,0,0,0,0,2,4,-2,0,-3,4,Switch
water,0,220.0,150,100,115,65,65,35,water;fighting,0,61.9,85,120,80,85,75,85,rock;psychic,0,162.5,90,120,80,68,108,124,0,0,0,0,2,5,-3,0,-4,4,Switch
water,0,220.0,150,100,115,65,65,35,water;fighting,0,61.9,85,120,80,85,75,85,grass;dark,0,31.2,76,110,70,81,70,123,0,0,0,0,2,6,-3,0,-4,5,Switch
grass;dark,0,31.2,76,110,70,81,70,123,water;fighting,0,61.9,85,120,80,85,75,85,water,0,10.0,20,10,55,15,20,80,0,0,0,0,2,6,-3,0,-4,5,Flower Trick
water;fighting,0,61.9,85,120,80,85,75,85,grass;dark,0,31.2,76,110,70,81,70,123,water,0,30.0,61,123,60,60,50,136,6,-3,0,-4,5,0,0,0,0,2,Switch
water;dragon,0,280.0,99,83,91,125,83,109,steel;psychic,0,187.0,67,89,116,79,116,33,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Flamethrower
steel;psychic,0,187.0,67,89,116,79,116,33,water;dragon,0,280.0,99,83,91,125,83,109,electric;ghost,0,0.3,50,50,77,95,77,91,0,0,0,0,0,0,0,0,0,0,Switch
water;dragon,0,280.0,99,83,91,125,83,109,steel;psychic,0,187.0,67,89,116,79,116,33,fire,0,80.4,70,85,140,85,70,20,0,0,0,0,0,0,0,0,0,0,Switch
electric;ghost,0,0.3,50,50,77,95,77,91,fire,0,80.4,70,85,140,85,70,20,steel;psychic,0,187.0,67,89,116,79,116,33,0,0,0,0,0,0,0,0,0,0,Volt Switch
fire,0,80.4,70,85,140,85,70,20,electric;ghost,0,0.3,50,50,77,95,77,91,water;dragon,0,280.0,99,83,91,125,83,109,0,0,0,0,0,0,0,0,0,0,Switch
fire,0,68.0,75,95,67,125,95,83,fire,0,68.0,75,95,67,125,95,83,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Belly Drum
fire,0,68.0,75,95,67,125,95,83,water;dragon,0,280.0,99,83,91,125,83,109,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Mach Punch
fire,0,68.0,75,95,67,125,95,83,water;dragon,0,280.0,99,83,91,125,83,109,electric;ghost,0,0.3,50,50,77,95,77,91,0,0,0,0,0,0,0,0,0,0,Switch
water;dragon,0,280.0,99,83,91,125,83,109,electric;ghost,0,0.3,50,50,77,95,77,91,water,0,10.0,20,10,55,15,20,80,0,0,-2,0,0,0,0,0,0,0,Draco Meteor
electric;ghost,0,0.3,50,50,77,95,77,91,water;dragon,0,280.0,99,83,91,125,83,109,psychic;fighting,0,52.0,68,125,65,65,115,80,0,0,0,0,0,0,0,-2,0,0,Switch
water;dragon,0,280.0,99,83,91,125,83,109,electric;ghost,0,0.3,50,50,77,95,77,91,electric;dragon,0,480.0,125,73,91,137,89,75,0,0,-2,0,0,0,0,0,0,0,Switch
psychic;fighting,0,52.0,68,125,65,65,115,80,electric;dragon,0,480.0,125,73,91,137,89,75,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,-2,0,0,Sacred Sword
psychic;fighting,0,52.0,68,125,65,65,115,80,electric;dragon,0,480.0,125,73,91,137,89,75,electric,0,138.6,75,123,67,95,85,95,0,0,0,0,0,0,0,-2,0,0,Switch
electric;dragon,0,480.0,125,73,91,137,89,75,psychic;fighting,0,52.0,68,125,65,65,115,80,fire,0,80.4,70,85,140,85,70,20,0,0,-2,0,0,0,0,0,0,0,Switch
electric,0,138.6,75,123,67,95,85,95,electric,0,138.6,75,123,67,95,85,95,water,0,10.0,20,10,55,15,20,80,1,1,0,0,0,0,0,-2,0,0,Bulk Up
fire;steel,0,430.0,91,90,106,130,106,77,steel;flying,0,50.5,65,80,140,40,70,70,psychic;fairy,0,5.1,57,90,95,136,103,29,0,0,0,0,0,0,0,0,0,0,Switch
fire;steel,0,430.0,91,90,106,130,106,77,steel;flying,0,50.5,65,80,140,40,70,70,fire;steel,0,430.0,91,90,106,130,106,77,0,0,0,0,0,0,0,0,0,0,Switch
fire;steel,0,430.0,91,90,106,130,106,77,steel;flying,0,50.5,65,80,140,40,70,70,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Will-O-Wisp
fire;steel,0,430.0,91,90,106,130,106,77,steel;flying,0,50.5,65,80,140,40,70,70,water,0,29.0,130,65,60,110,95,65,0,0,0,0,0,0,0,0,0,0,Switch
steel;flying,0,50.5,65,80,140,40,70,70,steel;flying,0,50.5,65,80,140,40,70,70,water,0,10.0,20,10,55,15,20,80,0,2,0,0,0,0,0,0,0,0,Iron Defense
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,2,0,0,0,Wish
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,psychic;fairy,0,5.1,57,90,95,136,103,29,0,0,0,0,0,0,2,0,0,0,Switch
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,0,0,0,0,0,0,4,0,0,0,Switch
steel;flying,0,50.5,65,80,140,40,70,70,water,0,29.0,130,65,60,110,95,65,water,0,10.0,20,10,55,15,20,80,0,4,0,0,0,0,0,0,0,0,Body Press
steel;flying,0,50.5,65,80,140,40,70,70,water,0,29.0,130,65,60,110,95,65,water,0,220.0,150,100,115,65,65,35,0,4,0,0,0,0,0,0,0,0,Switch
water,0,29.0,130,65,60,110,95,65,steel;flying,0,50.5,65,80,140,40,70,70,grass,0,39.8,80,120,84,60,96,110,0,0,0,0,0,0,4,0,0,0,Switch
grass,0,39.8,80,120,84,60,96,110,grass,0,39.8,80,120,84,60,96,110,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,1,5,0,0,-1,Swords Dance
grass,0,39.8,80,120,84,60,96,110,grass,0,39.8,80,120,84,60,96,110,psychic;fairy,0,5.1,57,90,95,136,103,29,2,0,0,0,0,1,5,0,0,-1,Switch
grass,0,39.8,80,120,84,60,96,110,grass,0,39.8,80,120,84,60,96,110,ground;normal,0,290.0,130,140,105,45,80,50,2,0,0,0,0,1,5,0,0,-1,Switch
grass,0,39.8,80,120,84,60,96,110,grass,0,39.8,80,120,84,60,96,110,water,0,29.0,130,65,60,110,95,65,2,0,0,0,0,1,5,0,0,-1,Switch
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,1,5,0,0,-1,Wish
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,2,6,0,0,-2,Protect
water,0,220.0,150,100,115,65,65,35,water,0,29.0,130,65,60,110,95,65,water,0,10.0,20,10,55,15,20,80,2,6,0,0,-2,2,0,0,0,0,Earthquake
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,2,6,0,0,-2,Haze
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,3,7,0,0,-3,Haze
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,electric,0,30.0,60,90,55,90,80,110,4,8,0,0,-4,2,0,0,0,0,Switch
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,ground;normal,0,290.0,130,140,105,45,80,50,2,0,0,0,0,4,8,0,0,-4,Switch
electric,0,30.0,60,90,55,90,80,110,ground;normal,0,290.0,130,140,105,45,80,50,water,0,10.0,20,10,55,15,20,80,4,8,0,0,-4,2,0,0,0,0,Fake Out
electric,0,30.0,60,90,55,90,80,110,ground;normal,0,290.0,130,140,105,45,80,50,water,0,10.0,20,10,55,15,20,80,4,8,0,0,-4,2,0,0,0,0,Surf
ground;normal,0,290.0,130,140,105,45,80,50,electric,0,30.0,60,90,55,90,80,110,water,0,10.0,20,10,55,15,20,80,2,0,0,0,1,4,8,0,0,-4,Trailblaze
electric,0,30.0,60,90,55,90,80,110,ground;normal,0,290.0,130,140,105,45,80,50,water,0,10.0,20,10,55,15,20,80,4,8,0,0,-4,2,0,0,0,1,Surf
electric,0,30.0,60,90,55,90,80,110,ground;normal,0,290.0,130,140,105,45,80,50,fire,0,33.0,80,116,75,65,75,119,4,8,0,0,-4,2,0,0,0,1,Switch
fire;steel,0,430.0,91,90,106,130,106,77,steel;flying,0,50.5,65,80,140,40,70,70,psychic;fairy,0,5.1,57,90,95,136,103,29,0,0,0,0,0,0,0,0,0,0,Switch
fire;steel,0,430.0,91,90,106,130,106,77,steel;flying,0,50.5,65,80,140,40,70,70,fire;steel,0,430.0,91,90,106,130,106,77,0,0,0,0,0,0,0,0,0,0,Switch
fire;steel,0,430.0,91,90,106,130,106,77,steel;flying,0,50.5,65,80,140,40,70,70,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Will-O-Wisp
fire;steel,0,430.0,91,90,106,130,106,77,steel;flying,0,50.5,65,80,140,40,70,70,water,0,29.0,130,65,60,110,95,65,0,0,0,0,0,0,0,0,0,0,Switch
steel;flying,0,50.5,65,80,140,40,70,70,steel;flying,0,50.5,65,80,140,40,70,70,water,0,10.0,20,10,55,15,20,80,0,2,0,0,0,0,0,0,0,0,Iron Defense
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,2,0,0,0,Wish
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,psychic;fairy,0,5.1,57,90,95,136,103,29,0,0,0,0,0,0,2,0,0,0,Switch
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,0,0,0,0,0,0,4,0,0,0,Switch
steel;flying,0,50.5,65,80,140,40,70,70,water,0,29.0,130,65,60,110,95,65,water,0,10.0,20,10,55,15,20,80,0,4,0,0,0,0,0,0,0,0,Body Press
steel;flying,0,50.5,65,80,140,40,70,70,water,0,29.0,130,65,60,110,95,65,water,0,220.0,150,100,115,65,65,35,0,4,0,0,0,0,0,0,0,0,Switch
water,0,29.0,130,65,60,110,95,65,steel;flying,0,50.5,65,80,140,40,70,70,grass,0,39.8,80,120,84,60,96,110,0,0,0,0,0,0,4,0,0,0,Switch
grass,0,39.8,80,120,84,60,96,110,grass,0,39.8,80,120,84,60,96,110,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,1,5,0,0,-1,Swords Dance
grass,0,39.8,80,120,84,60,96,110,grass,0,39.8,80,120,84,60,96,110,psychic;fairy,0,5.1,57,90,95,136,103,29,2,0,0,0,0,1,5,0,0,-1,Switch
grass,0,39.8,80,120,84,60,96,110,grass,0,39.8,80,120,84,60,96,110,ground;normal,0,290.0,130,140,105,45,80,50,2,0,0,0,0,1,5,0,0,-1,Switch
grass,0,39.8,80,120,84,60,96,110,grass,0,39.8,80,120,84,60,96,110,water,0,29.0,130,65,60,110,95,65,2,0,0,0,0,1,5,0,0,-1,Switch
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,1,5,0,0,-1,Wish
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,2,6,0,0,-2,Protect
water,0,220.0,150,100,115,65,65,35,water,0,29.0,130,65,60,110,95,65,water,0,10.0,20,10,55,15,20,80,2,6,0,0,-2,2,0,0,0,0,Earthquake
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,2,6,0,0,-2,Haze
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,3,7,0,0,-3,Haze
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,electric,0,30.0,60,90,55,90,80,110,4,8,0,0,-4,2,0,0,0,0,Switch
water,0,29.0,130,65,60,110,95,65,water,0,29.0,130,65,60,110,95,65,ground;normal,0,290.0,130,140,105,45,80,50,2,0,0,0,0,4,8,0,0,-4,Switch
electric,0,30.0,60,90,55,90,80,110,ground;normal,0,290.0,130,140,105,45,80,50,water,0,10.0,20,10,55,15,20,80,4,8,0,0,-4,2,0,0,0,0,Fake Out
electric,0,30.0,60,90,55,90,80,110,ground;normal,0,290.0,130,140,105,45,80,50,water,0,10.0,20,10,55,15,20,80,4,8,0,0,-4,2,0,0,0,0,Surf
ground;normal,0,290.0,130,140,105,45,80,50,electric,0,30.0,60,90,55,90,80,110,water,0,10.0,20,10,55,15,20,80,2,0,0,0,1,4,8,0,0,-4,Trailblaze
electric,0,30.0,60,90,55,90,80,110,ground;normal,0,290.0,130,140,105,45,80,50,water,0,10.0,20,10,55,15,20,80,4,8,0,0,-4,2,0,0,0,1,Surf
electric,0,30.0,60,90,55,90,80,110,ground;normal,0,290.0,130,140,105,45,80,50,fire,0,33.0,80,116,75,65,75,119,4,8,0,0,-4,2,0,0,0,1,Switch
ground;steel,0,40.4,110,135,60,50,65,88,steel;psychic,0,156.0,90,72,100,122,108,98,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Earthquake
steel;psychic,0,156.0,90,72,100,122,108,98,ground;steel,0,40.4,110,135,60,50,65,88,fighting;electric,0,380.7,154,140,108,50,68,50,0,0,0,0,0,0,0,0,0,0,Switch
ground;steel,0,40.4,110,135,60,50,65,88,fighting;electric,0,380.7,154,140,108,50,68,50,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,0,0,0,0,0,Earthquake
fighting;electric,0,380.7,154,140,108,50,68,50,fighting;electric,0,380.7,154,140,108,50,68,50,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Swords Dance
fighting;electric,0,380.7,154,140,108,50,68,50,fighting;electric,0,380.7,154,140,108,50,68,50,flying;dragon,0,85.0,85,70,80,97,80,123,2,0,0,0,0,0,0,0,0,0,Switch
ground;steel,0,40.4,110,135,60,50,65,88,flying;dragon,0,85.0,85,70,80,97,80,123,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,2,0,0,0,0,Iron Head
ground;steel,0,40.4,110,135,60,50,65,88,flying;dragon,0,85.0,85,70,80,97,80,123,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,2,0,0,0,0,Iron Head
flying;dragon,0,85.0,85,70,80,97,80,123,ground;steel,0,40.4,110,135,60,50,65,88,fighting;electric,0,380.7,154,140,108,50,68,50,2,0,0,0,0,0,0,0,0,0,Switch
ground;steel,0,40.4,110,135,60,50,65,88,flying;dragon,0,85.0,85,70,80,97,80,123,ground;flying,0,42.5,75,95,125,45,75,95,0,0,0,0,0,2,0,0,0,0,Switch
flying;dragon,0,85.0,85,70,80,97,80,123,ground;steel,0,40.4,110,135,60,50,65,88,flying;dragon,0,85.0,85,70,80,97,80,123,2,0,0,0,0,0,0,0,0,0,Switch
ground;steel,0,40.4,110,135,60,50,65,88,flying;dragon,0,85.0,85,70,80,97,80,123,ghost,0,106.6,45,100,135,65,135,45,0,0,0,0,0,2,0,0,0,0,Switch
flying;dragon,0,85.0,85,70,80,97,80,123,ghost,0,106.6,45,100,135,65,135,45,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Defog
ghost,0,106.6,45,100,135,65,135,45,flying;dragon,0,85.0,85,70,80,97,80,123,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,2,0,0,0,0,Ice Punch
flying;dragon,0,85.0,85,70,80,97,80,123,ghost,0,106.6,45,100,135,65,135,45,dark;ground,0,699.7,155,110,125,55,80,45,2,0,0,0,0,0,0,0,0,0,Switch
dark;ground,0,699.7,155,110,125,55,80,45,ghost,0,106.6,45,100,135,65,135,45,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Ruination
ghost,0,106.6,45,100,135,65,135,45,dark;ground,0,699.7,155,110,125,55,80,45,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,2,0,0,0,0,Will-O-Wisp
dark;ground,0,699.7,155,110,125,55,80,45,ghost,0,106.6,45,100,135,65,135,45,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Earthquake
dark;ground,0,699.7,155,110,125,55,80,45,ghost,0,106.6,45,100,135,65,135,45,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Ruination
dark;ground,0,699.7,155,110,125,55,80,45,ghost,0,106.6,45,100,135,65,135,45,water,0,10.0,20,10,55,15,20,80,2,0,0,0,0,0,0,0,0,0,Ruination
dark;ground,0,699.7,155,110,125,55,80,45,ghost,0,106.6,45,100,135,65,135,45,fairy;fighting,0,35.0,74,130,90,120,60,116,2,0,0,0,0,0,0,0,0,0,Switch
fairy;fighting,0,35.0,74,130,90,120,60,116,fairy;fighting,0,35.0,74,130,90,120,60,116,water,0,10.0,20,10,55,15,20,80,2,0,1,1,0,0,0,0,0,0,Calm Mind
ghost,0,106.6,45,100,135,65,135,45,fairy;fighting,0,35.0,74,130,90,120,60,116,water,0,10.0,20,10,55,15,20,80,0,0,0,0,0,2,0,1,1,0,Shadow Sneak
ghost,0,106.6,45,100,135,65,135,45,fairy;fighting,0,35.0,74,130,90,120,60,116,dark;dragon,0,160.0,92,105,90,125,90,98,0,0,0,0,0,2,0,1,1,0,Switch
fairy;fighting,0,35.0,74,130,90,120,60,116,dark;dragon,0,160.0,92,105,90,125,90,98,water,0,10.0,20,10,55,15,20,80,2,0,1,1,0,0,0,0,0,0,Aura Sphere
